variable,value
420,0
421,0
422,0
423,1
424,0
425,1
426,1
427,0
428,1
429,1
430,1
431,1
432,0
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,0
441,1
442,1
443,1
444,0
445,0
446,1
447,1
448,1
449,0
450,1
451,0
452,0
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,1
461,0
462,1
463,0
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,1
473,1
474,0
475,1
476,0
477,0
478,0
479,0
480,1
481,0
482,0
483,1
484,1
485,0
486,1
487,0
488,1
489,0
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,0
500,1
501,1
502,0
503,0
504,0
505,0
506,1
507,1
508,0
509,0
510,0
511,1
512,1
513,0
514,0
515,1
516,0
517,0
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,1
526,1
527,0
528,0
529,1
530,1
531,0
532,0
533,0
534,0
535,1
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,1
545,1
546,0
547,1
548,0
549,0
550,1
551,0
552,1
553,0
554,0
555,1
556,0
557,0
558,1
559,1
560,0
561,0
562,0
563,0
564,0
565,1
566,1
567,1
568,1
569,1
570,1
571,0
572,1
573,1
574,0
575,0
576,0
577,0
578,1
579,1
580,1
581,0
582,1
583,1
584,0
585,1
586,0
587,1
588,0
589,1
590,0
591,1
592,0
593,0
594,1
595,1
596,0
597,1
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,0
612,1
613,1
614,0
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,1
630,0
631,0
632,1
633,1
634,0
635,0
636,0
637,1
638,1
639,1
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,1
659,1
660,0
661,1
662,1
663,1
664,1
665,1
666,0
667,1
668,0
669,0
670,1
671,0
672,1
673,1
674,1
675,1
676,0
677,1
678,1
679,0
680,0
681,0
682,0
683,1
684,1
685,1
686,0
687,0
688,0
689,1
690,1
691,1
692,0
693,1
694,0
695,0
696,0
697,1
698,0
699,1
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,1
711,0
712,0
713,0
714,1
715,1
716,1
717,0
718,1
719,1
720,0
721,0
722,1
723,0
724,1
725,1
726,1
727,0
728,1
729,1
730,1
731,1
732,1
733,0
734,1
735,1
736,1
737,0
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,0
746,0
747,1
748,1
749,0
750,1
751,1
752,0
753,0
754,1
755,1
756,0
757,1
758,0
759,0
760,0
761,0
762,0
763,1
764,1
765,1
766,0
767,0
768,0
769,1
770,0
771,0
772,0
773,0
774,0
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,0
783,0
784,1
785,1
786,0
787,1
788,0
789,1
790,0
791,0
792,1
793,1
794,1
795,0
796,0
797,1
798,1
799,0
800,0
801,1
802,1
803,0
804,0
805,1
806,0
807,1
808,1
809,0
810,0
811,0
812,1
813,1
814,0
815,1
816,1
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,1
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,1
845,1
846,0
847,1
848,1
849,0
850,1
851,0
852,0
853,0
854,1
855,0
856,0
857,1
858,1
859,1
860,0
861,1
862,0
863,1
864,1
865,1
866,0
867,1
868,0
869,1
870,1
871,1
872,0
873,1
874,1
875,0
876,1
877,0
878,1
879,1
880,1
881,1
882,0
883,1
884,1
885,0
886,1
887,0
888,1
889,1
890,0
891,1
892,1
893,0
894,1
895,0
896,1
897,1
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,1
912,1
913,0
914,1
915,0
916,0
917,0
918,1
919,0
920,1
921,0
922,0
923,0
924,0
925,0
926,0
927,1
928,0
929,1
930,1
931,0
932,0
933,0
934,0
935,0
936,1
937,0
938,1
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,1
947,0
948,1
949,0
950,1
951,0
952,0
953,0
954,0
955,0
956,1
957,0
958,0
959,1
960,1
961,1
962,1
963,1
964,0
965,1
966,1
967,1
968,0
969,0
970,1
971,0
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,0
985,1
986,1
987,1
988,0
989,1
990,1
991,0
992,1
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
