variable,value
603,0
604,1
605,1
606,1
607,0
608,1
609,0
610,1
611,0
612,0
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,0
621,1
622,0
623,1
624,0
625,0
626,1
627,0
628,0
629,1
630,1
631,0
632,0
633,0
634,1
635,0
636,1
637,1
638,1
639,0
640,1
641,0
642,1
643,0
644,0
645,0
646,1
647,0
648,0
649,0
650,0
651,0
652,1
653,0
654,1
655,1
656,0
657,1
658,1
659,1
660,1
661,0
662,0
663,0
664,0
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,1
687,0
688,1
689,0
690,1
691,0
692,1
693,0
694,1
695,0
696,0
697,0
698,1
699,1
700,0
701,0
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,1
710,0
711,0
712,0
713,1
714,0
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,0
723,1
724,1
725,0
726,1
727,1
728,0
729,1
730,0
731,1
732,1
733,0
734,0
735,0
736,1
737,1
738,0
739,1
740,0
741,0
742,1
743,1
744,1
745,0
746,1
747,0
748,1
749,1
750,1
751,1
752,0
753,0
754,0
755,1
756,1
757,0
758,1
759,0
760,0
761,1
762,0
763,0
764,0
765,1
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,0
777,1
778,0
779,1
780,1
781,0
782,1
783,1
784,1
785,1
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,1
799,1
800,1
801,0
802,1
803,1
804,0
805,0
806,1
807,1
808,1
809,0
810,1
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,1
819,1
820,0
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,0
834,1
835,0
836,1
837,0
838,0
839,1
840,1
841,0
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,0
850,0
851,0
852,0
853,0
854,1
855,1
856,0
857,0
858,1
859,0
860,0
861,0
862,1
863,1
864,1
865,1
866,0
867,0
868,1
869,0
870,1
871,0
872,0
873,0
874,0
875,0
876,0
877,1
878,1
879,0
880,0
881,0
882,1
883,1
884,1
885,1
886,1
887,1
888,0
889,1
890,1
891,1
892,0
893,1
894,0
895,0
896,1
897,0
898,0
899,1
900,0
901,0
902,1
903,1
904,0
905,0
906,1
907,0
908,0
909,1
910,0
911,1
912,0
913,0
914,1
915,0
916,0
917,1
918,0
919,0
920,0
921,1
922,1
923,1
924,1
925,0
926,0
927,1
928,1
929,0
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,1
938,0
939,1
940,0
941,1
942,0
943,1
944,1
945,1
946,0
947,1
948,0
949,0
950,0
951,1
952,0
953,1
954,1
955,0
956,0
957,1
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,1
973,1
974,0
975,1
976,0
977,1
978,0
979,1
980,0
981,0
982,1
983,0
984,1
985,0
986,0
987,1
988,0
989,1
990,1
991,1
992,1
993,0
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
