variable,value
281,0
282,1
283,0
284,1
285,0
286,1
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,0
296,1
297,0
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,0
306,0
307,1
308,0
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,0
320,0
321,0
322,1
323,1
324,0
325,0
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,1
334,1
335,0
336,0
337,1
338,1
339,1
340,0
341,1
342,0
343,0
344,1
345,0
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,1
354,1
355,0
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,0
364,1
365,0
366,0
367,1
368,1
369,1
370,0
371,0
372,0
373,1
374,0
375,0
376,1
377,1
378,1
379,1
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,1
389,1
390,0
391,0
392,1
393,0
394,1
395,0
396,0
397,1
398,1
399,1
400,0
401,1
402,0
403,0
404,0
405,0
406,1
407,1
408,1
409,1
410,0
411,1
412,0
413,1
414,1
415,1
416,0
417,0
418,1
419,1
420,0
421,1
422,0
423,0
424,1
425,0
426,0
427,1
428,1
429,0
430,0
431,1
432,1
433,1
434,1
435,1
436,0
437,1
438,1
439,1
440,1
441,0
442,1
443,1
444,1
445,1
446,1
447,1
448,0
449,0
450,0
451,0
452,0
453,1
454,0
455,1
456,1
457,0
458,1
459,0
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,1
468,0
469,0
470,1
471,1
472,0
473,0
474,1
475,1
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,1
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,0
513,0
514,0
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,1
524,1
525,0
526,1
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,1
536,1
537,1
538,1
539,0
540,1
541,1
542,0
543,1
544,0
545,1
546,1
547,0
548,1
549,1
550,1
551,1
552,0
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,1
561,1
562,1
563,0
564,0
565,0
566,0
567,1
568,1
569,1
570,0
571,1
572,1
573,1
574,0
575,0
576,1
577,0
578,0
579,1
580,0
581,1
582,0
583,0
584,1
585,1
586,1
587,0
588,1
589,0
590,0
591,1
592,1
593,0
594,0
595,1
596,1
597,1
598,0
599,1
600,0
601,0
602,0
603,0
604,1
605,1
606,0
607,1
608,1
609,1
610,1
611,0
612,1
613,1
614,1
615,0
616,0
617,1
618,0
619,1
620,1
621,1
622,0
623,1
624,0
625,0
626,0
627,1
628,1
629,1
630,1
631,0
632,0
633,1
634,1
635,1
636,1
637,0
638,1
639,0
640,1
641,0
642,0
643,1
644,1
645,1
646,0
647,1
648,0
649,1
650,0
651,0
652,1
653,1
654,1
655,1
656,0
657,1
658,0
659,1
660,1
661,0
662,0
663,0
664,0
665,0
666,1
667,0
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,0
676,0
677,0
678,1
679,0
680,0
681,1
682,0
683,1
684,0
685,1
686,0
687,1
688,0
689,1
690,0
691,1
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,1
700,1
701,1
702,0
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,1
721,1
722,0
723,0
724,1
725,0
726,1
727,0
728,0
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,1
738,0
739,1
740,1
741,0
742,1
743,0
744,0
745,1
746,1
747,0
748,0
749,0
750,1
751,0
752,1
753,1
754,1
755,0
756,0
757,0
758,0
759,0
760,1
761,0
762,1
763,0
764,1
765,1
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,0
778,1
779,1
780,0
781,1
782,1
783,0
784,1
785,1
786,0
787,1
788,0
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,0
797,1
798,1
799,0
800,1
801,1
802,1
803,0
804,1
805,1
806,1
807,1
808,1
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,0
832,0
833,0
834,1
835,1
836,1
837,1
838,1
839,0
840,0
841,1
842,0
843,1
844,0
845,1
846,0
847,1
848,1
849,1
850,0
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,0
859,0
860,0
861,0
862,1
863,0
864,1
865,1
866,0
867,1
868,0
869,1
870,1
871,0
872,1
873,1
874,0
875,0
876,0
877,0
878,0
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,0
895,0
896,1
897,0
898,1
899,0
900,1
901,0
902,0
903,1
904,0
905,1
906,1
907,0
908,1
909,0
910,1
911,1
912,0
913,0
914,1
915,0
916,1
917,0
918,1
919,1
920,0
921,0
922,0
923,0
924,1
925,1
926,0
927,1
928,1
929,0
930,0
931,0
932,0
933,1
934,0
935,0
936,1
937,0
938,0
939,1
940,1
941,0
942,0
943,0
944,0
945,0
946,1
947,1
948,0
949,0
950,0
951,1
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,0
960,0
961,0
962,0
963,1
964,1
965,0
966,0
967,0
968,1
969,0
970,1
971,1
972,1
973,0
974,0
975,1
976,1
977,1
978,0
979,1
980,1
981,0
982,1
983,1
984,1
985,0
986,1
987,0
988,0
989,1
990,1
991,0
992,1
993,0
994,1
995,1
996,0
997,0
998,0
999,1
1000,1
