variable,value
281,1
282,1
283,1
284,0
285,0
286,0
287,0
288,1
289,0
290,0
291,0
292,1
293,0
294,1
295,1
296,0
297,1
298,0
299,0
300,1
301,1
302,0
303,0
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,0
312,0
313,1
314,1
315,1
316,0
317,0
318,0
319,1
320,0
321,0
322,1
323,1
324,0
325,0
326,1
327,0
328,1
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,1
340,0
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,1
349,0
350,1
351,1
352,0
353,0
354,1
355,0
356,0
357,1
358,1
359,0
360,1
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,0
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,0
392,1
393,0
394,1
395,0
396,1
397,0
398,0
399,0
400,0
401,1
402,1
403,1
404,1
405,0
406,1
407,1
408,0
409,1
410,0
411,1
412,1
413,0
414,1
415,1
416,0
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,1
435,0
436,0
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,0
445,0
446,1
447,1
448,0
449,0
450,1
451,1
452,1
453,0
454,1
455,0
456,0
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,0
474,1
475,1
476,0
477,1
478,0
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,0
487,1
488,0
489,1
490,0
491,1
492,1
493,0
494,1
495,0
496,0
497,1
498,0
499,1
500,0
501,1
502,0
503,1
504,1
505,0
506,1
507,0
508,1
509,0
510,0
511,1
512,0
513,1
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,1
536,0
537,1
538,0
539,0
540,1
541,1
542,1
543,1
544,1
545,0
546,1
547,0
548,1
549,0
550,1
551,0
552,1
553,1
554,0
555,0
556,1
557,0
558,1
559,0
560,1
561,1
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,0
571,0
572,0
573,1
574,0
575,1
576,1
577,0
578,0
579,0
580,1
581,0
582,0
583,1
584,0
585,1
586,1
587,0
588,1
589,1
590,0
591,0
592,1
593,1
594,1
595,1
596,1
597,0
598,1
599,1
600,1
601,1
602,1
603,0
604,0
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,1
613,0
614,0
615,1
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,1
628,0
629,1
630,1
631,0
632,0
633,1
634,0
635,1
636,0
637,1
638,1
639,1
640,0
641,1
642,0
643,1
644,1
645,1
646,0
647,0
648,0
649,1
650,1
651,1
652,1
653,1
654,0
655,0
656,1
657,1
658,1
659,0
660,1
661,0
662,1
663,1
664,0
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,1
677,0
678,0
679,1
680,0
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,1
691,1
692,0
693,0
694,1
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,1
711,0
712,1
713,1
714,1
715,0
716,0
717,0
718,0
719,1
720,1
721,1
722,0
723,1
724,0
725,0
726,1
727,1
728,1
729,0
730,0
731,1
732,0
733,0
734,1
735,0
736,1
737,0
738,0
739,1
740,0
741,1
742,0
743,1
744,0
745,0
746,1
747,1
748,0
749,1
750,0
751,0
752,1
753,1
754,1
755,0
756,0
757,1
758,0
759,1
760,0
761,1
762,0
763,1
764,0
765,0
766,0
767,1
768,0
769,0
770,1
771,1
772,0
773,1
774,0
775,0
776,1
777,1
778,1
779,1
780,1
781,0
782,0
783,0
784,0
785,1
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,1
794,0
795,0
796,0
797,0
798,1
799,1
800,1
801,1
802,1
803,0
804,0
805,1
806,0
807,1
808,1
809,0
810,1
811,0
812,1
813,1
814,1
815,1
816,0
817,1
818,0
819,1
820,1
821,1
822,1
823,0
824,1
825,0
826,1
827,0
828,1
829,1
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,0
846,0
847,0
848,1
849,0
850,0
851,1
852,1
853,0
854,1
855,0
856,0
857,1
858,0
859,1
860,1
861,0
862,1
863,0
864,1
865,1
866,1
867,1
868,0
869,1
870,0
871,1
872,0
873,1
874,0
875,0
876,0
877,1
878,1
879,0
880,0
881,1
882,0
883,0
884,1
885,0
886,0
887,1
888,0
889,0
890,1
891,1
892,0
893,0
894,0
895,0
896,1
897,1
898,1
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,1
911,1
912,0
913,1
914,1
915,0
916,0
917,0
918,0
919,1
920,1
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,1
930,1
931,1
932,0
933,1
934,0
935,1
936,0
937,0
938,0
939,0
940,0
941,1
942,1
943,0
944,0
945,0
946,1
947,0
948,0
949,1
950,0
951,0
952,1
953,0
954,0
955,0
956,1
957,1
958,1
959,0
960,1
961,0
962,0
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,0
971,0
972,1
973,0
974,1
975,0
976,0
977,0
978,1
979,0
980,0
981,1
982,0
983,0
984,1
985,1
986,0
987,0
988,1
989,0
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,0
998,1
999,0
1000,1
