variable,value
845,1
846,1
847,1
848,0
849,0
850,1
851,1
852,1
853,1
854,0
855,0
856,1
857,1
858,1
859,0
860,1
861,0
862,0
863,0
864,0
865,0
866,1
867,1
868,0
869,0
870,0
871,1
872,0
873,0
874,1
875,1
876,1
877,0
878,0
879,1
880,1
881,0
882,1
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,1
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,0
900,1
901,0
902,0
903,1
904,0
905,1
906,0
907,1
908,1
909,1
910,0
911,1
912,1
913,1
914,1
915,0
916,1
917,0
918,1
919,0
920,1
921,0
922,0
923,1
924,0
925,0
926,0
927,0
928,1
929,1
930,0
931,1
932,0
933,0
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,0
944,1
945,0
946,1
947,0
948,1
949,0
950,0
951,1
952,1
953,1
954,1
955,0
956,1
957,1
958,1
959,1
960,0
961,1
962,0
963,1
964,0
965,1
966,1
967,1
968,0
969,0
970,1
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,0
979,1
980,1
981,0
982,1
983,1
984,0
985,0
986,0
987,0
988,1
989,0
990,1
991,0
992,0
993,1
994,1
995,0
996,0
997,0
998,0
999,0
1000,1
