variable,value
420,0
421,0
422,1
423,0
424,0
425,1
426,0
427,0
428,1
429,0
430,0
431,1
432,0
433,0
434,0
435,1
436,1
437,0
438,0
439,0
440,0
441,0
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,0
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,0
469,0
470,1
471,0
472,1
473,1
474,0
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,0
483,1
484,0
485,1
486,1
487,0
488,1
489,0
490,0
491,1
492,1
493,1
494,1
495,0
496,0
497,0
498,1
499,1
500,1
501,0
502,0
503,1
504,1
505,0
506,0
507,1
508,1
509,0
510,0
511,1
512,0
513,1
514,0
515,1
516,0
517,0
518,1
519,1
520,1
521,0
522,0
523,1
524,0
525,1
526,1
527,1
528,1
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,0
549,1
550,1
551,1
552,0
553,0
554,1
555,1
556,0
557,1
558,1
559,1
560,0
561,1
562,0
563,0
564,0
565,1
566,0
567,0
568,0
569,1
570,0
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,0
579,1
580,0
581,1
582,1
583,0
584,1
585,0
586,0
587,0
588,1
589,1
590,1
591,0
592,0
593,0
594,1
595,0
596,0
597,1
598,0
599,1
600,1
601,0
602,0
603,1
604,1
605,0
606,0
607,0
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,1
619,0
620,0
621,1
622,1
623,0
624,0
625,1
626,0
627,1
628,1
629,0
630,1
631,0
632,1
633,1
634,0
635,1
636,1
637,0
638,0
639,1
640,1
641,1
642,1
643,0
644,0
645,1
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,0
654,0
655,0
656,1
657,1
658,1
659,0
660,1
661,1
662,0
663,0
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,1
672,0
673,1
674,0
675,0
676,1
677,0
678,0
679,1
680,1
681,1
682,0
683,0
684,0
685,1
686,0
687,1
688,0
689,1
690,0
691,1
692,0
693,1
694,0
695,0
696,1
697,0
698,0
699,0
700,1
701,1
702,0
703,1
704,0
705,0
706,1
707,0
708,1
709,0
710,1
711,0
712,0
713,0
714,1
715,1
716,1
717,0
718,1
719,1
720,0
721,1
722,0
723,1
724,0
725,1
726,0
727,0
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,0
736,0
737,1
738,0
739,0
740,1
741,0
742,0
743,0
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,1
759,0
760,1
761,1
762,1
763,1
764,1
765,0
766,1
767,1
768,1
769,0
770,0
771,1
772,1
773,1
774,1
775,0
776,0
777,0
778,1
779,0
780,0
781,1
782,1
783,1
784,0
785,0
786,1
787,1
788,0
789,0
790,1
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,0
808,1
809,1
810,1
811,0
812,1
813,0
814,1
815,0
816,1
817,1
818,0
819,1
820,0
821,1
822,1
823,1
824,1
825,0
826,1
827,0
828,0
829,0
830,1
831,0
832,0
833,0
834,0
835,1
836,0
837,0
838,1
839,0
840,0
841,1
842,1
843,0
844,0
845,0
846,1
847,0
848,0
849,0
850,1
851,0
852,0
853,1
854,1
855,1
856,0
857,0
858,1
859,1
860,1
861,0
862,0
863,0
864,0
865,0
866,1
867,1
868,1
869,0
870,0
871,1
872,0
873,1
874,0
875,1
876,0
877,1
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,0
886,0
887,0
888,0
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,0
897,1
898,1
899,0
900,0
901,0
902,0
903,1
904,1
905,0
906,0
907,0
908,1
909,1
910,1
911,0
912,0
913,0
914,1
915,1
916,0
917,1
918,1
919,0
920,1
921,0
922,1
923,1
924,0
925,1
926,0
927,0
928,0
929,1
930,1
931,1
932,1
933,0
934,0
935,1
936,0
937,0
938,1
939,1
940,1
941,0
942,0
943,0
944,0
945,1
946,1
947,1
948,1
949,1
950,0
951,0
952,1
953,0
954,0
955,1
956,1
957,1
958,0
959,0
960,0
961,1
962,0
963,0
964,1
965,0
966,0
967,0
968,0
969,1
970,0
971,0
972,0
973,0
974,0
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,1
984,0
985,0
986,0
987,1
988,0
989,1
990,1
991,1
992,1
993,0
994,0
995,0
996,1
997,1
998,1
999,1
1000,1
